code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click,n_student
5,1,8,1,6,1,-0.3296180874040059,0.3741810330962405,0,0.7627402949682623,0,1.177223115596668,2,0.4314143388215321,0.6037554348689503,0.3065792644383764,100083
5,1,7,1,6,0,-0.3296180874040059,-0.4440590780579271,0,-1.3589502913871192,0,1.231544514416305,0,1.2319928109862663,-0.7113182731754548,1.678153882608971,100037
5,1,10,2,3,1,-0.3296180874040059,-0.4440590780579271,0,-1.063880739642331,0,1.2858659132359422,0,1.3501109462236862,-0.7113182731754548,1.2606671893218508,100044
0,1,6,0,7,1,-0.3296180874040059,-0.4440590780579271,0,-0.8390658430748734,0,-0.615383045451353,2,-1.0385002330219146,0.3407406932600693,0.3971844214473678,100055
5,1,0,0,9,0,-0.3296180874040059,-0.4440590780579271,0,-0.5580472223655514,0,0.7969733238592092,0,1.1663716247432554,-0.7113182731754548,0.5908919985010737,100009
2,1,3,0,1,0,-0.3296180874040059,2.010661255404576,0,1.2123700881031776,0,1.068580317957394,2,0.9695080660142223,0.4459465899036217,0.2409686335008309,100026
5,1,6,2,8,1,-0.3296180874040059,-0.4440590780579271,0,1.507439639847966,0,0.4710449309413871,0,1.3501109462236862,-0.7113182731754548,2.518985361231206,100067
3,1,7,3,2,0,-0.3296180874040059,-0.4440590780579271,0,1.7603563984863555,0,-1.430204027745908,1,-0.0641148494219308,4.548976559002166,0.0285151618935406,100099
5,1,5,0,2,0,-0.3296180874040059,2.010661255404576,0,-1.3730012224225854,0,-0.0178476584353459,2,-1.4322273504799807,-0.0537814191532522,0.2089443969717908,100083
5,1,11,0,0,0,-0.3296180874040059,0.3741810330962405,0,-1.0217279465359328,0,-0.235133253713894,2,-1.13036989376213,-0.0537814191532522,-0.0456873373810644,100037
2,0,9,1,4,1,-0.3296180874040059,0.3741810330962405,0,1.7463054674508895,0,-0.1264904560746199,1,-0.0641148494219308,4.548976559002166,0.8892641534789592,100069
2,1,10,0,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.9514732913586024,0,0.6340091274002981,2,-1.0516244702705169,-0.0537814191532522,1.0220475732335157,100097
2,0,2,0,8,0,-0.3296180874040059,2.010661255404576,0,-1.2465428431033905,0,0.525366329761024,2,-1.327233452491163,-0.2378917382794689,-0.5268319642563982,100062
1,0,8,0,4,0,-0.3296180874040059,1.1924211442504082,0,-0.0100609119823733,0,1.2858659132359422,0,-0.2116732863599758,-0.6587153248536786,-0.7701380539831295,100027
5,1,3,2,1,0,-0.3296180874040059,1.1924211442504082,0,1.423134053635169,0,-0.1264904560746199,0,1.1663716247432554,-0.7113182731754548,-0.1452749021969817,100042
1,0,3,1,5,1,-0.3296180874040059,-0.4440590780579271,0,0.973504260500254,0,1.2858659132359422,0,0.7070233210421784,-0.6587153248536786,-0.8697256187990468,100011
3,1,11,0,4,0,-0.3296180874040059,0.3741810330962405,0,-0.937422360323136,0,-0.724025843090627,2,-1.0516244702705169,-0.1852887899576927,-0.8002095931628378,100037
1,0,2,2,4,1,-0.3296180874040059,6.783728570470554,0,-1.1200844637841956,0,-0.995632837188812,2,-1.13036989376213,0.2355347966165168,1.6320702251647423,100036
1,1,11,2,1,0,-0.3296180874040059,-0.4440590780579271,1,-1.4432558775999158,0,1.2858659132359422,2,-1.4978485367229917,-0.7113182731754548,-0.6721126470466775,100001
3,1,1,2,5,0,-0.3296180874040059,0.3741810330962405,0,1.6479489502026268,0,-2.679596200597559,1,1.6782168774387414,4.548976559002166,-0.6564910682520239,100047
5,1,7,0,3,0,-0.3296180874040059,1.1924211442504082,0,0.1163974673368216,0,0.199437936843202,2,-0.0541824393767494,0.6037554348689503,0.3803912242431151,100040
1,0,9,0,2,0,-0.3296180874040059,-0.4440590780579271,0,0.0882956052658894,0,0.199437936843202,0,-0.1198036256197604,-0.6587153248536786,-0.7552975541282084,100024
6,0,1,0,9,1,-0.3296180874040059,-1.2622991892120947,0,-0.0381627740533055,0,-0.180811854894257,2,-0.2116732863599758,-0.7113182731754548,-0.8361392243905413,100080
5,1,3,2,7,0,-0.3296180874040059,-0.4440590780579271,0,-1.3730012224225854,0,0.525366329761024,2,-1.4322273504799807,-0.0537814191532522,-0.1425411259079173,100089
2,1,9,0,3,0,-0.3296180874040059,1.1924211442504082,0,-0.7126074637556785,0,0.8512947226788461,0,-0.867885148790086,-0.3430976349230213,-0.3120352558299099,100087
5,1,8,1,9,1,-0.3296180874040059,2.010661255404576,0,-0.2910795326916954,0,-1.21291843246736,2,-0.4872822685806221,0.6037554348689503,-0.4975415040164225,100072
5,0,2,2,7,0,-0.3296180874040059,-0.4440590780579271,0,0.172601191478686,0,0.090795139203928,0,1.1663716247432554,-0.7113182731754548,1.8894357358066625,100025
5,0,5,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-1.1481863258551277,0,0.525366329761024,0,1.4157321324666972,-0.7113182731754548,0.7998306148795667,100016
5,1,1,0,4,0,1.8759390456584504,3.919888181430967,0,-0.3191813947626276,0,0.5796877285806611,2,-0.4872822685806221,0.6037554348689503,-0.0781021133799708,100026
2,1,3,0,1,0,-0.3296180874040059,-1.2622991892120947,0,1.0999626398194489,0,0.253759335662839,2,0.8645141680254047,0.6037554348689503,2.7615103720182046,100067
1,0,8,0,8,1,-0.3296180874040059,-0.4440590780579271,0,0.1163974673368216,0,-0.724025843090627,2,-0.027933964879545,0.2355347966165168,-0.8880809738827649,100095
4,1,5,2,0,0,-0.3296180874040059,-0.4440590780579271,0,0.7486893639327963,0,1.068580317957394,2,0.4314143388215321,0.761564279834279,-0.1526951521244422,100037
4,0,10,2,0,0,-0.3296180874040059,-0.4440590780579271,0,1.5495924329543642,0,0.199437936843202,1,-0.0641148494219308,4.548976559002166,0.1558310290699682,100056
3,0,6,2,0,0,-0.3296180874040059,-0.4440590780579271,0,-0.4596907051172886,0,0.9599375203181202,2,-0.5922761665694397,0.2092333224556287,-0.1487897574257787,100001
1,0,8,0,8,0,-0.3296180874040059,-0.4440590780579271,0,-0.9936260844650006,0,0.199437936843202,0,-1.13036989376213,-0.6587153248536786,-0.8693350793291804,100078
1,0,0,0,6,0,-0.3296180874040059,-0.4440590780579271,0,-1.049829808606865,0,-0.180811854894257,2,-1.13036989376213,0.2355347966165168,-0.8013812115724368,100078
3,1,11,0,7,0,-0.3296180874040059,-0.4440590780579271,0,-0.4737416361527547,0,-0.506740247812079,2,-0.5922761665694397,0.2092333224556287,-0.4920739514382937,100084
2,0,8,0,9,1,-0.3296180874040059,15.102503033871258,1,1.6057961570962285,0,-0.343776051353168,1,-0.0641148494219308,4.548976559002166,3.359816839853441,100007
6,0,5,0,5,1,-0.3296180874040059,-1.2622991892120947,0,1.3528793984578389,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.66117754189042,100086
1,0,3,2,1,1,-0.3296180874040059,-0.4440590780579271,1,-1.42920494656445,0,-0.886990039549538,2,-1.4978485367229917,-0.4483035315665737,-0.6916396205399946,100033
6,0,0,2,0,0,-0.3296180874040059,-1.2622991892120947,0,0.3271614328688131,0,1.2858659132359422,0,1.1663716247432554,-0.7113182731754548,-0.6900774626605293,100019
1,0,11,0,0,0,-0.3296180874040059,-0.4440590780579271,0,-1.5275614638127124,0,0.5796877285806611,2,-1.589718197463207,-0.4483035315665737,-0.8396540796193384,100038
3,1,0,0,2,0,-0.3296180874040059,1.1924211442504082,0,0.4114670190816097,0,0.3080807344824761,2,0.168929593849488,0.6037554348689503,-0.7599840277666046,100037
5,1,6,2,7,0,-0.3296180874040059,-0.4440590780579271,0,-0.8812186361812717,0,-1.538846825385182,2,-1.064748707519119,-0.0537814191532522,-0.7595934882967382,100099
1,0,9,1,7,0,-0.3296180874040059,-0.4440590780579271,0,0.6222309846136014,0,-0.886990039549538,0,0.3395446780813166,-0.6587153248536786,-0.7986474352833725,100094
1,0,5,0,0,1,-0.3296180874040059,-0.4440590780579271,0,-0.937422360323136,0,-0.235133253713894,2,-1.0385002330219146,-0.1852887899576927,-0.8474648690166653,100097
3,1,4,4,3,0,-0.3296180874040059,-0.4440590780579271,0,1.6338980191671608,0,1.068580317957394,1,1.4157321324666972,4.548976559002166,-0.4475524518735306,100041
0,0,7,2,8,1,-0.3296180874040059,-0.4440590780579271,0,-1.4151540155289837,0,0.090795139203928,2,-1.4978485367229917,-0.1852887899576927,0.6709525898236738,100063
2,1,12,1,7,0,-0.3296180874040059,-0.9895524854940388,0,1.395032191564237,0,-3.005524593515381,0,1.0613777267544378,-0.2904946866012451,-0.2499394801211614,100006
1,0,11,2,1,1,-0.3296180874040059,1.1924211442504082,0,-0.3332323257980937,0,-0.180811854894257,2,-0.4872822685806221,0.2355347966165168,-0.6197803580845876,100063
1,0,0,2,7,0,-0.3296180874040059,-0.4440590780579271,0,-0.248926739585297,0,1.2858659132359422,0,-0.4872822685806221,-0.6587153248536786,-0.9158092762432752,100008
3,0,12,0,6,0,-0.3296180874040059,-0.4440590780579271,0,-0.4456397740818225,0,1.068580317957394,2,-0.5922761665694397,0.2092333224556287,-0.388580991923713,100047
1,0,4,0,2,0,-0.3296180874040059,-0.4440590780579271,0,0.0882956052658894,0,0.199437936843202,0,-0.1198036256197604,-0.6587153248536786,-0.8751931713771756,100082
3,1,8,1,9,2,-0.3296180874040059,-0.4440590780579271,0,-1.457306808635382,0,0.7426519250395721,2,-1.4191031132313785,-0.1852887899576927,0.1351324371670521,100007
1,0,8,4,9,1,-0.3296180874040059,-0.4440590780579271,0,0.0882956052658894,0,1.2858659132359422,0,-0.1198036256197604,-0.6587153248536786,-0.7064801203949157,100023
6,0,5,0,1,0,-0.3296180874040059,-1.2622991892120947,0,1.3669303294933048,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.8705066977387794,100026
5,1,11,0,5,0,-0.3296180874040059,1.1924211442504082,0,0.2850086397624148,0,0.253759335662839,2,-0.027933964879545,0.6037554348689503,-0.2866501902885976,100092
1,0,12,2,5,1,-0.3296180874040059,-0.4440590780579271,0,-0.1505702223370343,0,-0.289454652533531,2,-0.3035429471001913,0.3407406932600693,-0.479967227872437,100054
2,1,4,4,3,2,-0.3296180874040059,-1.2622991892120947,0,1.0156570536066525,0,0.7969733238592092,2,0.8776384052740069,0.4459465899036217,0.1394283713355819,100098
5,0,8,0,5,0,-0.3296180874040059,-0.4440590780579271,0,1.268573812245042,0,0.8512947226788461,0,1.1663716247432554,-0.7113182731754548,-0.0398292453330692,100028
2,1,5,1,3,0,-0.3296180874040059,0.3741810330962405,0,-1.4011030844935175,0,0.199437936843202,0,-1.510972773971594,-0.6061123765319024,-0.6850004495522668,100032
1,0,9,2,2,0,-0.3296180874040059,1.1924211442504082,0,-1.4432558775999158,0,-4.091952569908122,2,-1.4978485367229917,-0.7113182731754548,-0.721711159719703,100033
0,0,8,1,9,0,-0.3296180874040059,-0.4440590780579271,0,-0.0381627740533055,0,-1.7018110218440932,2,-0.2116732863599758,0.3407406932600693,0.1948849760566025,100008
5,1,7,0,0,0,-0.3296180874040059,-0.4440590780579271,0,0.2288049156205504,0,0.7969733238592092,0,1.1663716247432554,-0.7113182731754548,0.5916730774408063,100076
5,1,6,0,7,0,-0.3296180874040059,-0.4440590780579271,0,-1.4151540155289837,0,0.41672353212175,2,-1.4978485367229917,-0.0537814191532522,-0.1038777183911494,100067
5,1,8,1,2,1,-0.3296180874040059,1.1924211442504082,0,0.1163974673368216,0,1.0142589191377571,2,-0.027933964879545,0.6037554348689503,-0.0659953898141142,100053
6,0,0,2,5,0,-0.3296180874040059,-1.2622991892120947,1,0.6924856397909318,0,-0.615383045451353,2,0.5232839995617474,-0.7113182731754548,-0.8716783161483784,100041
5,1,4,2,3,0,-0.3296180874040059,-0.4440590780579271,0,1.2123700881031776,0,-0.343776051353168,0,1.3501109462236862,-0.7113182731754548,-0.086303442247164,100049
1,0,7,2,4,0,-0.3296180874040059,-0.4440590780579271,0,-1.3027465672452547,0,1.2858659132359422,2,-1.4978485367229917,-0.7113182731754548,-0.1808139939548188,100040
5,0,5,1,1,0,-0.3296180874040059,1.1924211442504082,0,-0.9795751534295344,0,0.7426519250395721,2,-1.064748707519119,-0.0537814191532522,0.3827344610623132,100009
1,0,11,2,3,0,4.081496178720906,-0.4440590780579271,0,1.2264210191386438,0,-0.235133253713894,2,0.9826323032628246,0.2355347966165168,-0.9048741710870176,100082
2,1,8,0,6,0,1.8759390456584504,-0.4440590780579271,1,0.1163974673368216,0,0.362402133302113,2,-0.0541824393767494,0.6037554348689503,-0.4928550303780264,100013
5,1,6,1,3,1,-0.3296180874040059,-0.4440590780579271,0,1.521490570883432,0,0.6340091274002981,0,1.3501109462236862,-0.7113182731754548,0.302673869739713,100083
1,0,1,2,6,1,1.8759390456584504,2.8289013665587435,0,-1.42920494656445,0,-1.049954236008449,2,-1.4978485367229917,-0.4483035315665737,-0.5639332138937007,100071
1,0,6,0,2,0,-0.3296180874040059,1.1924211442504082,0,-0.1646211533725004,0,-0.0178476584353459,2,-0.3035429471001913,0.3407406932600693,-0.390924228742911,100033
5,1,6,1,1,1,-0.3296180874040059,-0.4440590780579271,0,-0.3894360499399581,0,0.3080807344824761,2,-0.4872822685806221,0.6037554348689503,0.7260186550748281,100079
1,0,8,0,9,0,-0.3296180874040059,-0.4440590780579271,0,-1.42920494656445,0,0.5796877285806611,2,-1.4978485367229917,-0.4483035315665737,-0.3987350181402379,100015
2,1,7,2,8,0,-0.3296180874040059,4.465381588867079,0,-1.1200844637841956,0,-0.615383045451353,2,-1.2091153172537432,-0.1852887899576927,-0.6279816869517808,100033
4,1,8,2,7,1,-0.3296180874040059,-1.2622991892120947,0,0.0320918811240249,0,1.2858659132359422,2,-0.1198036256197604,0.761564279834279,3.260229275037524,100042
1,0,6,1,1,0,-0.3296180874040059,-0.4440590780579271,0,-0.8952695672167378,0,0.199437936843202,0,-1.0385002330219146,-0.6587153248536786,-0.7720907513324612,100023
1,0,12,2,2,0,-0.3296180874040059,1.1924211442504082,0,-0.3472832568335598,0,0.199437936843202,0,-0.5791519293208376,-0.6587153248536786,-0.7970852774039071,100043
1,0,9,0,3,1,4.081496178720906,1.1924211442504082,0,-0.8390658430748734,0,1.2858659132359422,0,-1.0385002330219146,-0.6587153248536786,-0.0011658378163013,100049
5,1,11,2,1,0,-0.3296180874040059,-0.4440590780579271,0,1.3669303294933048,0,0.145116538023565,0,1.1663716247432554,-0.7113182731754548,-0.3713972552495939,100000
2,1,0,1,8,0,-0.3296180874040059,-0.4440590780579271,0,-0.7407093258266106,0,0.6883305262199351,2,-0.8547609115414838,0.761564279834279,0.2448740281994943,100055
3,1,5,2,0,0,-0.3296180874040059,1.1924211442504082,0,-1.344899360351653,0,0.41672353212175,2,-1.4191031132313785,-0.1852887899576927,-0.362414847442668,100090
5,1,1,0,2,0,1.8759390456584504,1.1924211442504082,0,1.0578098467130506,0,0.3080807344824761,0,1.3501109462236862,-0.7113182731754548,-0.6709410286370785,100036
1,0,6,2,7,1,-0.3296180874040059,-0.4440590780579271,0,-1.5556633258836448,0,0.090795139203928,2,-1.589718197463207,-0.4483035315665737,-0.4526294649817931,100075
3,0,11,0,3,0,-0.3296180874040059,-0.4440590780579271,0,1.254522881209576,0,-2.1363822124011893,0,0.95638382876562,-0.3957005832447975,-0.1976071911590715,100074
5,1,1,2,4,0,-0.3296180874040059,-0.4440590780579271,0,0.0320918811240249,0,-0.0178476584353459,0,1.1663716247432554,-0.7113182731754548,0.0414029643991299,100048
1,0,3,2,6,0,-0.3296180874040059,0.3741810330962405,0,0.0742446742304233,0,-1.4845254265655452,2,-0.1198036256197604,0.2355347966165168,-0.9181525130624733,100089
1,0,7,1,7,0,-0.3296180874040059,1.1924211442504082,0,-0.248926739585297,0,1.2858659132359422,0,-0.4872822685806221,-0.6587153248536786,-0.8142690140780261,100056
4,1,7,2,9,0,-0.3296180874040059,1.1924211442504082,0,0.3833651570106776,0,0.9599375203181202,0,0.1426811193522836,-0.2904946866012451,0.9595612580549008,100074
5,1,2,1,3,1,-0.3296180874040059,-0.4440590780579271,0,0.0882956052658894,0,0.9056161214984833,2,-0.027933964879545,0.6037554348689503,1.8281210390376463,100017
5,1,0,2,5,1,-0.3296180874040059,-0.4440590780579271,0,0.7346384328973301,0,0.41672353212175,2,0.5232839995617474,0.6037554348689503,0.7478888653873432,100083
5,1,8,2,8,1,-0.3296180874040059,-0.4440590780579271,0,-0.4034869809754242,0,-0.398097450172805,2,-0.5135307430778265,0.6037554348689503,1.323544043970332,100077
3,1,2,0,4,0,-0.3296180874040059,-0.4440590780579271,0,-0.1365192913015682,0,-0.1264904560746199,2,-0.2904187098515891,0.6037554348689503,-0.8912052896416955,100097
5,1,4,0,3,1,-0.3296180874040059,0.3741810330962405,1,0.7627402949682623,0,0.525366329761024,0,1.3501109462236862,-0.7113182731754548,-0.1335587181009914,100068
4,1,2,2,8,0,-0.3296180874040059,0.3741810330962405,0,0.0742446742304233,0,0.9056161214984833,2,-0.027933964879545,0.761564279834279,0.1808255551414141,100040
3,1,7,2,9,0,-0.3296180874040059,-0.4440590780579271,1,0.3833651570106776,0,-0.180811854894257,0,0.1426811193522836,-0.2904946866012451,-0.3854566761647822,100014
5,1,6,1,5,1,-0.3296180874040059,-0.4440590780579271,1,0.1585502604432199,0,-0.235133253713894,2,-0.027933964879545,0.6037554348689503,1.2423118342381327,100052
5,1,4,2,3,1,-0.3296180874040059,-0.4440590780579271,0,0.7486893639327963,0,1.1229017167770312,0,1.1663716247432554,-0.7113182731754548,0.1812160946112805,100053
5,1,10,2,6,0,-0.3296180874040059,0.3741810330962405,0,0.9313514673938555,0,-0.343776051353168,0,1.3501109462236862,-0.7113182731754548,-0.0015563772861677,100052
5,1,11,2,5,1,-0.3296180874040059,1.1924211442504082,0,1.3107266053514404,0,0.6340091274002981,0,1.1663716247432554,-0.7113182731754548,0.3264967774015598,100075
1,0,11,1,7,0,-0.3296180874040059,-0.4440590780579271,0,0.6784347087554657,0,1.2858659132359422,0,0.4314143388215321,-0.6587153248536786,-0.7334273438156933,100044
6,0,8,2,7,0,-0.3296180874040059,0.3741810330962405,0,1.128064501890381,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.6553194498424249,100009
2,0,12,2,1,0,-0.3296180874040059,1.1924211442504082,0,-1.4011030844935175,0,-0.343776051353168,0,-1.510972773971594,-0.6061123765319024,-0.5932236741336764,100063
5,0,11,0,4,0,-0.3296180874040059,-0.4440590780579271,0,-0.9936260844650006,0,0.3080807344824761,0,1.1663716247432554,-0.7113182731754548,0.7748360888081209,100032
4,1,3,0,4,1,-0.3296180874040059,-1.2622991892120947,1,-0.0522137050887716,0,-0.289454652533531,2,-0.2116732863599758,0.761564279834279,0.5252813675635282,100071
4,0,3,0,1,0,-0.3296180874040059,3.647141477712912,0,-1.2324919120679243,0,-0.886990039549538,2,-1.327233452491163,-0.2378917382794689,-0.6705504891672122,100087
3,1,8,0,9,1,4.081496178720906,1.1924211442504082,0,-0.8390658430748734,0,-1.864775218303004,2,-1.0516244702705169,-0.0537814191532522,-0.9068268684363492,100042
5,1,0,2,3,0,-0.3296180874040059,-0.4440590780579271,1,-1.5416123948481786,0,0.8512947226788461,0,1.2319928109862663,-0.7113182731754548,1.235672663250405,100025
4,1,10,2,8,0,-0.3296180874040059,2.41978131098166,0,-1.2746447051743226,0,-0.5610616466317161,2,-1.3141092152425609,0.1303288999729644,-0.835748684920675,100020
5,1,7,0,7,0,-0.3296180874040059,-0.4440590780579271,0,1.0156570536066525,0,0.8512947226788461,2,0.8645141680254047,0.6037554348689503,0.146458081793176,100095
2,1,4,2,3,0,-0.3296180874040059,-1.2622991892120947,0,-1.3870521534580516,0,-0.506740247812079,0,-1.510972773971594,-0.6061123765319024,0.926755942586128,100052
3,0,10,1,9,0,-0.3296180874040059,-0.4440590780579271,0,-1.3730012224225854,0,-2.462310605319012,2,-1.4191031132313785,-0.3167961607621333,-0.8412162374988038,100034
3,0,4,0,3,0,-0.3296180874040059,-0.4440590780579271,0,-0.1365192913015682,0,-0.6697044442709901,2,-0.2904187098515891,0.6037554348689503,-0.1651924151601651,100087
5,1,6,2,8,0,-0.3296180874040059,-0.4440590780579271,0,-0.9514732913586024,0,0.6340091274002981,0,1.1663716247432554,-0.7113182731754548,1.09312575674919,100024
5,0,6,2,0,1,-0.3296180874040059,-0.4440590780579271,1,0.8048930880746606,0,-0.343776051353168,0,1.4157321324666972,-0.7113182731754548,0.4702153023123738,100025
1,1,2,2,0,0,-0.3296180874040059,-0.4440590780579271,1,-0.92337142928767,0,-0.452418848992442,2,-1.0385002330219146,-0.1852887899576927,-0.9665794073258996,100021
4,1,0,1,8,0,1.8759390456584504,-0.4440590780579271,0,0.4255179501170759,0,0.362402133302113,2,0.234550780092499,0.4459465899036217,-0.0683386266333122,100034
2,0,3,0,0,0,-0.3296180874040059,1.1924211442504082,0,0.5379253984008047,0,-0.289454652533531,2,0.3264204408327144,0.4459465899036217,0.1050608979873437,100071
6,0,8,2,4,0,-0.3296180874040059,-1.2622991892120947,0,0.439568881152542,0,0.5796877285806611,2,0.4314143388215321,-0.7113182731754548,-0.3842850577551832,100042
6,0,7,0,4,1,-0.3296180874040059,-1.2622991892120947,0,0.2428558466560165,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.547140016689448,100033
4,0,1,0,5,0,-0.3296180874040059,-0.4440590780579271,0,0.3833651570106776,0,0.362402133302113,0,0.1426811193522836,-0.2904946866012451,1.1294459274467596,100073
0,1,3,2,3,1,-0.3296180874040059,-0.4440590780579271,0,-1.42920494656445,0,-0.5610616466317161,2,-1.4978485367229917,-0.1852887899576927,-0.1523046126545758,100083
3,1,4,0,3,0,-0.3296180874040059,-0.4440590780579271,0,-0.8109639810039412,0,0.199437936843202,2,-0.933506335033097,-0.1852887899576927,-0.8400446190892047,100036
1,1,4,1,8,1,-0.3296180874040059,1.1924211442504082,0,0.6222309846136014,0,-0.0721690572549829,2,0.4314143388215321,0.2355347966165168,-0.6709410286370785,100037
6,0,9,0,6,0,-0.3296180874040059,-1.2622991892120947,0,-0.2770286016562293,0,1.2858659132359422,0,1.2582412854834708,-0.7113182731754548,-0.6869531469015986,100096
6,0,5,0,8,1,-0.3296180874040059,-1.2622991892120947,0,0.6081800535781352,0,-0.452418848992442,2,0.4314143388215321,-0.7113182731754548,-0.7025747256962522,100061
5,1,1,2,7,0,1.8759390456584504,-0.4440590780579271,0,-0.0732691254499406,0,-0.0503069316971559,2,-0.0641148494219308,-0.0072961430515154,-0.0400595232384185,100007
1,0,10,2,5,1,-0.3296180874040059,1.1924211442504082,0,0.3552632949397453,0,0.525366329761024,2,-0.027933964879545,0.2355347966165168,-0.735380041165025,100050
1,0,7,1,7,1,-0.3296180874040059,1.1924211442504082,0,-0.2770286016562293,0,0.41672353212175,2,-0.4872822685806221,0.2355347966165168,-0.7248354754786337,100067
